"province","district","sector","cell","village","gid","lon","lat"
"Amajyaruguru","Rulindo","Ntarabana","Kajevuba","Rusasa","E113S75",30.1009387190216,-1.80734591701387
"Iburengerazuba","Ngororero","Hindiro","Gatega","Gasovu","E108S75",29.6146464545523,-1.79124797352783
"Umujyi wa Kigali","Gasabo","Ndera","Mukuyu","Ruseno","E114S76",30.1685179227181,-1.87345572276793
"Amajyepfo","Gisagara","Mugombwa","Baziro","Nyarukeri","E110S85",29.8318546185155,-2.67584924268894
"Amajyaruguru","Gicumbi","Mukarange","Cyamuganga","Burambira","E113S71",30.0964624342755,-1.47569027585002
"Iburengerazuba","Rusizi","Nkanka","Kamanyenga","Kavogo","E100S82",28.9333157399518,-2.40817621554094
"Iburasirazuba","Ngoma","Rukira","Buliba","Rwakimanzi","E118S79",30.5922068361186,-2.18683623133953
"Amajyepfo","Muhanga","Mushishiro","Nyagasozi","Kibonwa","E108S78",29.6687987630806,-2.03777296513714
"Amajyepfo","Muhanga","Rongi","Gasagara","Murehe","E109S75",29.7857378725295,-1.82676481953622
"Amajyepfo","Nyanza","Muyira","Migina","Bugina","E110S81",29.8492609058435,-2.35321915674419
"Iburengerazuba","Karongi","Mubuga","Murangara","Rubyiro","E104S78",29.2952244164287,-2.09523435468362
"Amajyepfo","Nyamagabe","Musange","Masagara","Nyagihima","E107S80",29.5722394938507,-2.26258743012034
"Iburasirazuba","Nyagatare","Nyagatare","Ryabega","Marongero","E116S70",30.3780424964892,-1.34785942583425
"Iburasirazuba","Bugesera","Ngeruka","Nyakayenzi","Murambi","E113S81",30.1013673352625,-2.30148019288648
"Amajyaruguru","Gicumbi","Manyagiro","Rusekera","Gakubo","E112S72",29.988361074991,-1.53097034394513
"Amajyepfo","Nyamagabe","Musebeya","Sekera","Masinde","E106S82",29.4891617607879,-2.40631020426061
"Amajyaruguru","Gakenke","Rushashi","Busanane","Kanzuki","E110S74",29.871261461904,-1.68545653202013
"Iburasirazuba","Kayonza","Murundi","Karambi","Ngumeri I","E117S74",30.4837734954492,-1.67598376178957
"Amajyepfo","Nyaruguru","Ngoma","Nyamirama","Ryakanyamiganda","E108S86",29.690308794782,-2.8009914430125
"Amajyaruguru","Gicumbi","Bwisige","Gihuke","Kumunini","E113S72",30.1414691976158,-1.55285060680925
"Iburengerazuba","Nyamasheke","Nyabitekeri","Kigabiro","Ruginga","E101S81",29.038959533355,-2.33229975922648
"Iburasirazuba","Kirehe","Mpanga","Bwiyorere","Kangarame","E121S79",30.8129955147752,-2.19139397002191
"Iburasirazuba","Rwamagana","Karenge","Bicaca","Kajevuba","E116S78",30.3623274042655,-2.06718071915831
"Iburengerazuba","Nyabihu","Kabatwa","Cyamvumba","Nyabitembo","E105S73",29.4098227109013,-1.583896761508
"Iburasirazuba","Rwamagana","Rubona","Nawe","Gaseke","E116S77",30.4050746055016,-2.01347953845034
"Amajyepfo","Nyamagabe","Mbazi","Ngara","Gituntu","E108S81",29.6174045741073,-2.36684925603155
"Iburengerazuba","Ngororero","Kageyo","Kirwa","Gihonga","E107S76",29.5764289759024,-1.91501240562848
"Amajyepfo","Kamonyi","Rukoma","Buguri","Ruzege","E111S77",29.9118788931544,-1.96339713300314
"Amajyepfo","Muhanga","Muhanga","Kanyinya","Kanyungura","E109S78",29.7048484330084,-2.07648616697395
"Iburasirazuba","Kayonza","Gahini","Kiyenzi","Nyirampaca","E118S76",30.5446270414842,-1.85253673468308
"Iburengerazuba","Rutsiro","Manihira","Tangabo","Nyarushogwe","E105S77",29.4301506657502,-1.95200176813498
"Iburengerazuba","Nyabihu","Shyira","Kintarure","Kabuguzo","E107S74",29.6078806879727,-1.71219452361137
"Iburasirazuba","Gatsibo","Kiziguro","Rubona","Akagarama","E117S75",30.4364840945316,-1.77246189474232
"Amajyepfo","Gisagara","Muganza","Cyumba","Kabacuzi","E111S85",29.8881000262992,-2.65605273681393
"Amajyepfo","Nyanza","Nyagisozi","Kabuga","Uwimpura","E108S81",29.6128590493705,-2.33745999031433
"Amajyaruguru","Burera","Cyanika","Nyagahinga","Mashango","E109S70",29.7160371159057,-1.36125424327726
"Amajyepfo","Gisagara","Gishubi","Nyabitare","Kanombe","E111S84",29.9127663028312,-2.60887854119139
"Amajyaruguru","Gicumbi","Kaniga","Bugomba","Kabungo","E112S72",30.0536790464395,-1.47750244526809
"Iburengerazuba","Rusizi","Nyakabuye","Kamanu","Ryamberu","E101S84",29.0190815693591,-2.56701650307337
"Iburasirazuba","Nyagatare","Rwimiyaga","Rutungu","Bwera","E117S68",30.4525247490062,-1.18857193942638
"Iburasirazuba","Kirehe","Gatore","Rwantonde","Mumeya","E118S81",30.5744160119141,-2.34906310510001
"Amajyaruguru","Musanze","Kimonyi","Kivumu","Musezero","E107S72",29.587651841898,-1.50889669591584
"Amajyepfo","Nyaruguru","Ngera","Bitare","Bitare","E108S85",29.6652984032755,-2.69690434361739
"Iburasirazuba","Kayonza","Kabarondo","Cyinzovu","Rugarama","E118S78",30.549243115146,-2.02850439517385
"Iburengerazuba","Karongi","Rugabano","Rufungo","Bucensha","E107S78",29.5382694970741,-2.06813770317003
"Amajyaruguru","Gakenke","Mataba","Buyange","Ryarugema","E109S74",29.7834621052849,-1.69812086564946
"Amajyaruguru","Gakenke","Muyongwe","Bumba","Shiru","E111S75",29.8892781331938,-1.7488130358944
"Amajyepfo","Huye","Rwaniro","Nyaruhombo","Rugarama","E108S82",29.6917485273953,-2.40365757284936
"Iburasirazuba","Gatsibo","Rugarama","Bugarama","Rebero","E116S74",30.3869244408995,-1.71330102831521
"Amajyepfo","Huye","Kinazi","Kabona","Rwambariro","E109S82",29.7750423084269,-2.40217748058276
"Iburengerazuba","Ngororero","Hindiro","Marantima","Muvugangoma","E107S75",29.5876424641968,-1.81581312543947
"Iburasirazuba","Bugesera","Mareba","Bushenyi","Muyange","E113S80",30.0743259701201,-2.28767687326028
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Gihunika","E117S73",30.4319735313061,-1.61454263672908
"Amajyepfo","Muhanga","Muhanga","Nyamirama","Rwabagenzi","E109S78",29.7250763853973,-2.03831133359395
"Amajyepfo","Huye","Rusatira","Kiruhura","Rubona","E109S83",29.7729294653148,-2.48342119974459
"Amajyaruguru","Burera","Rugengabari","Kilibata","Taba","E109S72",29.7902339510638,-1.54701204128955
"Iburasirazuba","Bugesera","Ngeruka","Murama","Agashyamba","E113S81",30.0744617268301,-2.37794499603481
"Amajyepfo","Ruhango","Kinihira","Gitinda","Nyagatovu","E108S79",29.6306734922022,-2.18638314935728
"Iburasirazuba","Nyagatare","Karangazi","Kamate","Kamate","E117S70",30.4658814558919,-1.35106503168286
"Amajyepfo","Nyanza","Mukingo","Cyerezo","Cyikirehe","E108S81",29.7005893144298,-2.29313063035588
"Amajyepfo","Nyanza","Ntyazo","Katarara","Munyiginya","E111S82",29.9236967194556,-2.43743658825502
"Iburengerazuba","Karongi","Rugabano","Gisiza","Kamina","E106S79",29.4910386280229,-2.10832804455464
"Iburasirazuba","Nyagatare","Nyagatare","Kamagiri","Karungi","E116S70",30.4073576838972,-1.30533135653952
"Iburasirazuba","Kayonza","Rukara","Kawangire","Butimba I","E117S75",30.4455100000014,-1.8289418437518
"Iburengerazuba","Rusizi","Rwimbogo","Karenge","Nyabihanga","E100S85",28.9517225969851,-2.64324446847749
"Amajyaruguru","Musanze","Rwaza","Nyarubuye","Sayo","E108S72",29.6506680222036,-1.53885342791461
"Iburasirazuba","Kayonza","Rwinkwavu","Mukoyoyo","Nyarwashama Ii","E119S76",30.6595430003082,-1.9146429605584
"Amajyepfo","Ruhango","Byimana","Mpanda","Nyagahinga","E109S79",29.718413286648,-2.1375551836321
"Amajyepfo","Nyanza","Muyira","Nyundo","Nzoga","E111S81",29.8875124583777,-2.33778337951007
"Amajyepfo","Ruhango","Kinihira","Rukina","Kabuga","E108S80",29.6712133343267,-2.20482229765343
"Amajyaruguru","Gakenke","Karambo","Karambo","Kigarama","E110S73",29.8329908762769,-1.63543533293253
"Amajyepfo","Huye","Ruhashya","Gatovu","Kigoma","E109S83",29.7392167723401,-2.51471212886325
"Amajyepfo","Kamonyi","Runda","Kabagesera","Rubuye","E111S77",29.938883903381,-1.94335483711409
"Amajyepfo","Muhanga","Rongi","Nyamirambo","Karambi","E109S75",29.7317047741173,-1.81043948039216
"Amajyepfo","Nyanza","Kigoma","Butansinda","Marongi","E110S81",29.8176749333836,-2.30777803600633
"Iburasirazuba","Gatsibo","Remera","Kigabiro","Amataba","E116S74",30.3351223062314,-1.68569258142735
"Amajyepfo","Gisagara","Muganza","Saga","Duwane","E111S85",29.8904071472168,-2.68090552008067
"Amajyaruguru","Gicumbi","Rwamiko","Kigabiro","Kanyove","E114S75",30.175236222883,-1.75621707907677
"Iburengerazuba","Ngororero","Kabaya","Mwendo","Bukonde","E107S75",29.5471186543728,-1.78382667285907
"Umujyi wa Kigali","Nyarugenge","Mageregere","Mataba","Kwisanga","E113S78",30.0808158005797,-2.05306736543585
"Amajyepfo","Ruhango","Ruhango","Rwoga","Ruhango","E110S80",29.7950912389266,-2.25565104672751
"Amajyaruguru","Gicumbi","Nyankenke","Kinishya","Nyagafunzo","E112S73",29.9996072635266,-1.5716921593807
"Amajyepfo","Nyanza","Mukingo","Cyerezo","Kamabuye","E108S81",29.6848372724491,-2.29749755788314
"Amajyaruguru","Burera","Gatebe","Gabiro","Gatebe","E111S72",29.9478401436251,-1.51250850249238
"Iburasirazuba","Ngoma","Rukira","Nyinya","Kabimba","E118S79",30.6011853465214,-2.15986246768564
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Rwamisave","E103S84",29.226219429019,-2.62300683600116
"Iburasirazuba","Nyagatare","Rwimiyaga","Kabeza","Rugarama","E117S69",30.4276844813402,-1.24692494802701
"Amajyaruguru","Rulindo","Burega","Butangampundu","Gacyamo","E112S75",30.0558912694283,-1.75048839161666
"Amajyepfo","Gisagara","Kibirizi","Kibirizi","Mareba","E109S85",29.7845275685903,-2.65509575264441
"Iburengerazuba","Rutsiro","Gihango","Shyembe","Rwamiyaga","E105S77",29.4053822222122,-1.93145396503551
"Amajyepfo","Kamonyi","Kayenzi","Cubi","Kamabuye","E110S76",29.8307747434086,-1.85879906220277
"Amajyepfo","Ruhango","Ntongwe","Nyakabungo","Mutima","E111S80",29.9278974191979,-2.23435294215506
"Iburasirazuba","Bugesera","Ntarama","Cyugaro","Kayenzi","E113S79",30.0628607708027,-2.11606843753425
"Iburasirazuba","Bugesera","Musenyi","Musenyi","Gakurazo","E112S79",30.026908926136,-2.18566712123143
"Iburengerazuba","Nyabihu","Mukamira","Kanyove","Rwaseka","E106S73",29.5111026625931,-1.58487521858172
"Iburasirazuba","Bugesera","Rilima","Kimaranzara","Akabahaya","E114S79",30.2047548040906,-2.1422962023318
"Amajyepfo","Nyamagabe","Mugano","Ruhinga","Cyibande","E107S80",29.5430036288377,-2.28263403546379
"Iburasirazuba","Gatsibo","Rugarama","Matunguru","Nyamirambo","E117S74",30.4364758598109,-1.72284381798178
"Iburengerazuba","Rutsiro","Mushubati","Bumba","Bisyo","E105S77",29.4076685938453,-1.9901668158049
"Umujyi wa Kigali","Kicukiro","Masaka","Gitaraga","Kajevuba","E114S77",30.1978774558471,-2.01137054557989
"Amajyaruguru","Rulindo","Bushoki","Mukoto","Buyogoma","E111S74",29.8960270341278,-1.69924205838796
"Umujyi wa Kigali","Nyarugenge","Mageregere","Mataba","Rushubi","E113S78",30.0673091998156,-2.05744604015318
"Iburengerazuba","Ngororero","Sovu","Musenyi","Rubindi","E107S76",29.5561643751164,-1.90127696213267
"Umujyi wa Kigali","Kicukiro","Masaka","Ayabaraya","Ayabaraya","E114S78",30.2181559844244,-2.02511142881371
"Amajyepfo","Kamonyi","Kayumbu","Giko","Nyarusange","E110S77",29.8015525140284,-1.94652129895196
"Amajyaruguru","Gicumbi","Mutete","Kabeza","Rusebeya","E113S74",30.0964196216093,-1.73510836361179
"Iburengerazuba","Rusizi","Nzahaha","Kigenge","Kacyiru","E101S85",28.9855247673966,-2.66837717542269
"Amajyaruguru","Gakenke","Gakenke","Kagoma","Cyandago","E109S74",29.7677033080083,-1.67088737410735
"Iburasirazuba","Kirehe","Nyamugari","Kazizi","Tetero","E121S80",30.7973083235587,-2.25437542942222
"Amajyepfo","Muhanga","Nyamabuye","Gahogo","Kamazuru","E109S78",29.7498966000475,-2.10400049548112
"Iburasirazuba","Nyagatare","Gatunda","Cyagaju","Kabeza","E114S71",30.1843145491734,-1.41796414664267
"Iburasirazuba","Rwamagana","Gahengeri","Rugarama","Amatafari","E115S76",30.3081655702362,-1.91999870874001
"Iburengerazuba","Karongi","Rwankuba","Bisesero","Kigarama","E104S79",29.3403043174645,-2.16789239568711
"Amajyepfo","Ruhango","Kabagali","Remera","Ruhare","E108S80",29.6262407659562,-2.24503123901203
"Amajyepfo","Huye","Rusatira","Mugogwe","Murambi","E109S83",29.7797081632908,-2.49702851922408
"Iburasirazuba","Bugesera","Shyara","Kabagugu","Kabagugu","E112S80",29.9819799503549,-2.26872694953955
"Amajyaruguru","Gakenke","Gakenke","Kagoma","Ntobwe","E109S74",29.776708074734,-1.66872020862898
"Iburengerazuba","Rubavu","Busasamana","Gasiza","Mashinga","E105S73",29.344554477629,-1.59907110773619
"Amajyepfo","Nyamagabe","Musange","Jenda","Nyakirambi","E107S81",29.5925552030261,-2.3056673962754
"Amajyaruguru","Rulindo","Shyorongi","Rutonde","Nyabyondo","E112S76",29.9816426216294,-1.90767618687112
"Iburasirazuba","Kirehe","Mpanga","Bwiyorere","Cyimparage","E121S79",30.8220051931203,-2.18923375476705
"Iburasirazuba","Nyagatare","Tabagwe","Gitengure","Nshuri","E115S70",30.3060119758196,-1.29972754949215
"Amajyepfo","Nyaruguru","Ngera","Bitare","Sheke","E108S85",29.6607456833539,-2.6742850870205
"Amajyaruguru","Musanze","Musanze","Rwambogo","Runyangwe","E107S72",29.5944132872777,-1.4863977690457
"Iburengerazuba","Rusizi","Butare","Rwambogo","Karambo","E102S84",29.1136139968399,-2.57912057333365
"Iburasirazuba","Nyagatare","Katabagemu","Rugazi","Akabira","E115S72",30.2856183494075,-1.48669511156608
"Iburasirazuba","Bugesera","Rweru","Batima","Mbuganzeri","E115S81",30.2522418908046,-2.29619457771845
"Iburasirazuba","Rwamagana","Munyiginya","Nkomangwa","Karubisha","E116S76",30.3757251580969,-1.90941567501247
"Iburasirazuba","Gatsibo","Remera","Kigabiro","Kanyinya","E115S74",30.317105161248,-1.6697156171113
"Iburengerazuba","Rusizi","Nkungu","Ryamuhirwa","Gatarange","E101S83",28.9875028236441,-2.52383163745303
"Iburasirazuba","Ngoma","Kibungo","Gatonde","Karungu","E119S78",30.6033762940052,-2.10349793795178
"Iburengerazuba","Karongi","Mutuntu","Kinyonzwe","Kinyonzwe","E105S80",29.3674373858932,-2.27651136480891
"Iburengerazuba","Nyabihu","Rurembo","Gitega","Cyuve","E107S74",29.6101302532375,-1.66933847796288
"Iburasirazuba","Rwamagana","Munyaga","Zinga","Karambo","E117S77",30.4546144650945,-1.99820065909459
"Amajyaruguru","Burera","Kinoni","Nkumba","Mubuga","E109S71",29.7159766844871,-1.46504163551926
"Iburasirazuba","Kayonza","Rukara","Rwimishinya","Kigwene Ii","E117S75",30.4792789154633,-1.7706569124131
"Amajyepfo","Gisagara","Muganza","Cyumba","Rutare","E110S85",29.8655885525159,-2.6581013156308
"Amajyepfo","Muhanga","Rongi","Gasharu","Kabirizi","E109S75",29.7384470337602,-1.7653728957624
"Iburengerazuba","Nyamasheke","Ruharambuga","Save","Giko","E101S83",29.0144206696824,-2.47437207339829
"Iburasirazuba","Rwamagana","Muhazi","Kabare","Umunini","E117S76",30.4545481454923,-1.89444468858969
"Iburengerazuba","Nyamasheke","Bushekeri","Buvungira","Ruvumbu","E102S82",29.0863511346179,-2.42756540283392
"Iburasirazuba","Nyagatare","Rwimiyaga","Ntoma","Gashwenu","E117S68",30.4254755914686,-1.20631374942561
"Amajyepfo","Ruhango","Byimana","Kamusenyi","Rugerero","E109S79",29.7409368105115,-2.14905481205805
"Iburasirazuba","Gatsibo","Muhura","Taba","Mayora","E115S74",30.2495455190604,-1.72314640053423
"Iburengerazuba","Nyamasheke","Kagano","Gako","Rwangoma","E102S82",29.1200334435457,-2.38043370926923
"Iburasirazuba","Ngoma","Rukira","Kibatsi","Korandebe","E119S79",30.6304378879288,-2.13084483340617
"Amajyaruguru","Gakenke","Minazi","Murambi","Musave","E109S75",29.7632101688051,-1.76787266303958
"Amajyepfo","Huye","Rusatira","Kiruhura","Tumba","E109S82",29.7638919474653,-2.46527812144379
"Iburasirazuba","Nyagatare","Rwempasha","Rugarama","Bubare","E115S68",30.3039066778094,-1.15989125215357
"Amajyepfo","Huye","Kinazi","Gitovu","Nyarugunga","E110S82",29.8155563193805,-2.39578635190446
"Amajyaruguru","Burera","Gatebe","Musenda","Bikumba","E112S72",29.9861007678092,-1.56027443466085
"Iburengerazuba","Rusizi","Gitambi","Mashesha","Busasamana","E101S84",28.9966005059584,-2.57811850720258
"Umujyi wa Kigali","Kicukiro","Gahanga","Karembure","Kimena","E113S77",30.0830379126033,-2.01698848571379
"Iburasirazuba","Kirehe","Mpanga","Bwiyorere","Kangarame","E121S79",30.8107227576905,-2.17558388578597
"Iburengerazuba","Ngororero","Muhororo","Myiha","Kabyiniro","E108S76",29.6394449011594,-1.89530311568651
"Amajyepfo","Kamonyi","Musambira","Buhoro","Busasamana","E110S78",29.8691488501301,-2.02842022987921
"Amajyaruguru","Gicumbi","Manyagiro","Rusekera","Kavure","E111S72",29.970351092463,-1.52401828946755
"Iburasirazuba","Bugesera","Rilima","Nyabagendwa","Mubuga","E114S80",30.2071022434637,-2.22354504853337
"Amajyepfo","Nyaruguru","Kivu","Kimina","Kabeza","E106S84",29.4782856507875,-2.61619554447857
"Amajyepfo","Muhanga","Muhanga","Kanyinya","Nyamitanga","E109S78",29.7116058441253,-2.08106468354925
"Iburasirazuba","Nyagatare","Karangazi","Musenyi","Ruziranyenzi","E116S72",30.3937254742353,-1.48107873784553
"Amajyaruguru","Gicumbi","Rutare","Bikumba","Matyazo","E113S74",30.1504597526917,-1.70859038936155
"Amajyepfo","Nyamagabe","Kamegeri","Rususa","Kigarama","E107S83",29.5636612017818,-2.53342191356006
"Amajyepfo","Nyanza","Kibilizi","Rwotso","Saruhembe","E110S82",29.8448323680998,-2.40057667838422
"Iburasirazuba","Rwamagana","Kigabiro","Sibagire","Gasharu","E117S77",30.4343295614996,-1.97994603715725
"Iburengerazuba","Rubavu","Nyamyumba","Munanira","Cyeya","E104S74",29.2837886612045,-1.72038415152249
"Iburengerazuba","Rubavu","Rubavu","Murara","Bugesera","E104S74",29.2882873985501,-1.66850937576026
"Iburasirazuba","Kirehe","Nyarubuye","Nyabitare","Kazizi Ii","E120S80",30.7635152783148,-2.25627763955825
"Iburasirazuba","Gatsibo","Rugarama","Remera","Kanyiranzage","E116S74",30.3779144304048,-1.69741851432612
"Iburengerazuba","Nyamasheke","Kirimbi","Cyimpindu","Buha","E103S80",29.2211597874791,-2.27971047855272
"Amajyepfo","Nyanza","Rwabicuma","Nyarusange","Kamuvunyi B","E108S81",29.6893839808583,-2.32914242326279
"Amajyaruguru","Musanze","Nyange","Kamwumba","Kamicaca","E107S71",29.6079255114444,-1.4707356403554
"Iburasirazuba","Kayonza","Mwiri","Nyamugari","Kigarama","E119S76",30.609953738961,-1.85548290663223
"Iburengerazuba","Ngororero","Nyange","Nsibo","Murambi","E107S78",29.6035196644778,-2.03715234782183
"Amajyepfo","Nyanza","Nyagisozi","Rurangazi","Kigarama","E108S81",29.6511440509768,-2.34910241025047
"Iburasirazuba","Kayonza","Gahini","Urugarama","Rwinkuba","E118S75",30.5130774796366,-1.81386411229777
"Umujyi wa Kigali","Gasabo","Rutunga","Kabaliza","Rwanyanza","E114S76",30.16400185485,-1.8440822596876
"Iburengerazuba","Nyabihu","Jenda","Kareba","Rubare","E106S73",29.4683378228203,-1.59123137341197
"Amajyepfo","Nyanza","Busasamana","Nyanza","Rubona","E109S81",29.7569853009476,-2.37266376803832
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kagugu","E116S73",30.4207109681551,-1.62118881798865
"Iburengerazuba","Karongi","Rugabano","Tyazo","Nyakabingo","E106S79",29.4707967268406,-2.12394178272061
"Iburasirazuba","Bugesera","Mareba","Bushenyi","Bigaga","E113S80",30.0810596002188,-2.27194633930887
"Amajyaruguru","Gicumbi","Mukarange","Cyamuganga","Burambira","E113S71",30.0852058950815,-1.47106200114266
"Amajyepfo","Huye","Ruhashya","Gatovu","Karambo","E109S83",29.7639402464934,-2.49236711526418
"Amajyaruguru","Gakenke","Janja","Gashyamba","Rwampali","E108S74",29.6934165322404,-1.67466720646259
"Amajyaruguru","Rulindo","Ntarabana","Kajevuba","Rusasa","E113S75",30.09868696472,-1.80732308763725
"Iburasirazuba","Rwamagana","Karenge","Kangamba","Kangamba","E115S79",30.2700336647749,-2.11362079437238
"Iburengerazuba","Nyamasheke","Karambi","Rushyarara","Tyazo","E103S81",29.2437548171431,-2.34765361723816
"Iburasirazuba","Nyagatare","Nyagatare","Ryabega","Marongero","E116S70",30.378040745248,-1.35011445483201
"Amajyepfo","Nyaruguru","Munini","Nyarure","Nyarure","E107S86",29.5663945238836,-2.76149632720374
"Iburasirazuba","Bugesera","Gashora","Ramiro","Kagasa Ii","E114S80",30.2139211619939,-2.27099553688658
"Amajyepfo","Muhanga","Rongi","Ruhango","Burerabana","E109S75",29.7204534029024,-1.82386974444918
"Iburengerazuba","Rutsiro","Gihango","Congo-nil","Kandahura","E105S77",29.3783907695913,-1.95829048830244
"Iburasirazuba","Ngoma","Remera","Ndekwe","Icyakabiri","E117S78",30.4839472397528,-2.05940529884935
"Iburengerazuba","Ngororero","Bwira","Gashubi","Rukeri","E107S77",29.5314476211279,-1.97552724097109
"Amajyaruguru","Gicumbi","Rwamiko","Cyeru","Karika","E114S75",30.2135205308599,-1.76563344794361
"Iburengerazuba","Nyabihu","Rambura","Mutaho","Rusekera","E106S74",29.4683300678702,-1.672479769173
"Amajyepfo","Huye","Ngoma","Ngoma","Ngoma I","E109S84",29.7303881058017,-2.60493182750805
"Amajyepfo","Muhanga","Muhanga","Tyazo","Gasaka","E109S78",29.7498356852575,-2.0340354000064
"Amajyepfo","Kamonyi","Rukoma","Buguri","Nyabuvomo","E111S77",29.9321349602375,-1.95231410086853
"Amajyepfo","Kamonyi","Musambira","Cyambwe","Bimomwe","E110S78",29.8511542917226,-2.0485554955254
"Iburasirazuba","Gatsibo","Kiziguro","Rubona","Ihema","E117S75",30.4252219100873,-1.77008827530513
"Amajyaruguru","Gakenke","Muyongwe","Bumba","Gitwe","E111S75",29.9095445301633,-1.76932206236983
"Iburengerazuba","Karongi","Gashari","Mwendo","Gataba","E107S80",29.522638257811,-2.19440379629973
"Iburasirazuba","Kirehe","Nasho","Rugoma","Karubare","E119S79",30.6890038114455,-2.1246899052347
"Iburengerazuba","Nyamasheke","Karambi","Gitwe","Rubingo","E104S81",29.2819481779949,-2.30057661702592
"Amajyaruguru","Gicumbi","Nyankenke","Rutete","Nyamugali","E112S73",30.0153662699164,-1.58087699701425
"Iburasirazuba","Rwamagana","Fumbwe","Nyamirama","Cyarutabana","E115S76",30.274359762866,-1.87228035354109
"Iburengerazuba","Ngororero","Matyazo","Binana","Kaseke","E108S74",29.6393958624977,-1.73281172125201
"Iburasirazuba","Bugesera","Ngeruka","Murama","Fatinkanda","E113S81",30.1127079893681,-2.35574929318037
"Iburengerazuba","Ngororero","Kabaya","Ngoma","Nyamugeyo","E107S75",29.5358679759677,-1.79726046524286
"Amajyepfo","Nyaruguru","Mata","Gorwe","Mataba","E107S84",29.5278447779024,-2.63470308360454
"Iburasirazuba","Bugesera","Nyamata","Maranyundo","Gahembe","E113S79",30.1057027950587,-2.17064542144585
"Amajyepfo","Nyamagabe","Musange","Jenda","Kavumu","E107S81",29.5745441617054,-2.30324313088412
"Iburasirazuba","Gatsibo","Gatsibo","Nyagahanga","Nyagahanga","E114S73",30.2180193420713,-1.61905967493
"Amajyaruguru","Gicumbi","Rukomo","Mabare","Mburamazi","E113S73",30.1031771132575,-1.60433677992532
"Umujyi wa Kigali","Gasabo","Nduba","Shango","Nyamigina","E113S75",30.136972362574,-1.82350371394938
"Iburengerazuba","Karongi","Gashari","Rugobagoba","Musongati","E106S79",29.4596082191169,-2.18704803570948
"Amajyaruguru","Gakenke","Gakenke","Buheta","Gihemba","E110S74",29.8149788007249,-1.67812603846991
"Iburasirazuba","Kayonza","Gahini","Juru","Musimbi","E118S75",30.5491123267087,-1.79620297330435
"Iburengerazuba","Rusizi","Gitambi","Cyingwa","Mpinga","E100S84",28.9808703739156,-2.58927867279123
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Rwiminazi","E117S73",30.4860341587169,-1.5948222844734
"Iburasirazuba","Ngoma","Kibungo","Gahima","Gasoro","E118S79",30.5718698179577,-2.13249260782588
"Amajyaruguru","Gakenke","Gashenyi","Rukura","Murandi","E110S74",29.8397429016792,-1.66934745651121
"Iburengerazuba","Rusizi","Nzahaha","Murya","Ryagashyitsi","E100S85",28.931543953929,-2.67921794538166
"Amajyaruguru","Gicumbi","Miyove","Gakenke","Kirwa","E112S73",30.0108536161713,-1.64625398982468
"Amajyaruguru","Rulindo","Masoro","Nyamyumba","Rusenyi","E112S75",30.0536615769882,-1.83394109538795
"Iburasirazuba","Kirehe","Kirehe","Rwesero","Rwesero","E119S80",30.623809330054,-2.23678490661937
"Amajyepfo","Nyamagabe","Gatare","Gatare","Kiyovu","E105S81",29.4148230718118,-2.36499537942151
"Amajyaruguru","Musanze","Rwaza","Bumara","Muheta","E108S73",29.6664140271698,-1.5818827108907
"Amajyepfo","Gisagara","Ndora","Dahwe","Gahondo","E110S84",29.8430282695021,-2.63757546674143
"Amajyaruguru","Burera","Kagogo","Kabaya","Bihanga","E109S70",29.7880665247741,-1.37326378716473
"Iburasirazuba","Kayonza","Gahini","Juru","Rubariro","E118S75",30.54460988538,-1.80517617888856
"Iburasirazuba","Kayonza","Rukara","Rukara","Mumuri","E117S75",30.4927979261789,-1.78884194555992
"Iburengerazuba","Rusizi","Nzahaha","Butambamo","Muguri","E100S85",28.9743107933574,-2.6863538739413
"Iburengerazuba","Nyabihu","Shyira","Kanyamitana","Kabagabo","E108S74",29.6258880935178,-1.71236966756156
"Iburasirazuba","Kayonza","Gahini","Kahi","Akabare","E118S75",30.5851639262263,-1.82815788537486
"Umujyi wa Kigali","Nyarugenge","Nyamirambo","Gasharu","Kagunga","E112S77",30.0357398705416,-2.00072391558857
"Iburengerazuba","Rusizi","Butare","Nyamihanda","Ndengerezi","E102S84",29.1563927133616,-2.5907826357446
"Iburasirazuba","Gatsibo","Gitoki","Nyamirama","Kagarama","E116S73",30.3373756351148,-1.64511803536179
"Amajyaruguru","Gicumbi","Rubaya","Gishari","Nyakesha","E112S71",30.0041588662974,-1.44540992973298
"Amajyaruguru","Gicumbi","Rwamiko","Kigabiro","Cyiri","E114S75",30.1707351505627,-1.76970605505835
"Amajyepfo","Nyaruguru","Nyagisozi","Mwoya","Nkomero","E108S86",29.6520020734304,-2.78709976626183
"Amajyaruguru","Burera","Rusarabuye","Kabona","Gikore","E110S71",29.8420561283123,-1.44149457639335
"Amajyepfo","Gisagara","Kansi","Akaboti","Gatare","E109S85",29.748609690562,-2.70217684415552
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Rurembo","E116S73",30.4184554741687,-1.65499406231463
"Amajyepfo","Kamonyi","Kayenzi","Mataba","Nyarubaya","E110S76",29.8420519731122,-1.90404103405389
